deviceinfo_deviceid,max,count,sum
9.90E+14,48,2051,366883
9.90E+14,32,1518,366502
3.58E+14,42,30372,361595
3.59E+14,29,2465,361130
R52GC0Y0G5T,34,1079,356431
3.58E+14,24,9921,355142
9.90E+14,57,4263,351649
R52GC0Y0J5A,34,817,350060
3.56E+14,29,9123,349655
3.57E+14,45,29152,348134
R52H10L41TY,36,406,346613
3.59E+14,28,908,340954
3.56E+14,23,911,336923
3.58E+14,25,10755,334445
R52GC0Y0BAM,34,1168,334153
R52H10L470T,33,767,333750
3.58E+14,24,9712,329124
3.58E+14,24,341,327854
R52GC10XWAZ,33,549,326525
3.58E+14,24,2603,326487
3.54E+14,37,479,324029
R52GC0Y0CEF,35,1020,323919
3.59E+14,28,5578,321226
3.59E+14,28,5847,318398
R52H10L43EY,34,1338,317665
R52H10L446J,34,603,315760
3.57E+14,46,11894,315223
3.56E+14,27,12268,313452
3.57E+14,46,27676,312968
3.59E+14,22,1454,309587
3.58E+14,25,2198,305718
3.59E+14,30,6108,305388
3.58E+14,28,2669,303238
3.58E+14,27,5898,300875
3.58E+14,28,5791,299377
3.58E+14,27,6638,298266
3.58E+14,26,733,297094
9.90E+14,37,429,296838
3.54E+14,42,23725,296721
3.58E+14,20,6549,296515
3.59E+14,24,6678,295796
3.56E+14,22,6318,294933
3.58E+14,26,9343,292555
3.59E+14,30,4075,292187
3.59E+14,25,4280,287529
3.54E+14,38,383,286705
3.59E+14,26,2260,284746
R52H10L48QR,34,1961,283814
3.54E+14,39,1406,282986
3.58E+14,39,10772,281588
3.59E+14,25,6051,278749
3.58E+14,27,342,275107
3.59E+14,22,5621,274084
3.54E+14,56,18580,271450
R52GC10XH5R,34,1600,269290
3.58E+14,28,4496,266607
3.58E+14,23,15084,265485
3.58E+14,25,439,264141
3.58E+14,26,6833,263140
3.59E+14,21,3278,262904
3.57E+14,50,33411,262461
R52H10L483T,33,425,259986
3.59E+14,29,5481,259300
3.56E+14,23,7876,257447
3.59E+14,23,5586,257156
3.58E+14,29,288,255640
3.59E+14,27,5271,253737
3.58E+14,26,4299,253057
9.90E+14,35,1381,252817
3.56E+14,26,1525,250379
R52H1052RRL,33,463,249507
3.55E+14,31,47276,248034
3.59E+14,24,2140,246886
3.59E+14,19,5223,241018
R52GC10XHNB,27,834,238411
3.57E+14,49,5452,237072
3.54E+14,41,666,235291
3.56E+14,28,322,232751
3.58E+14,26,3572,231106
9.90E+14,38,11173,229794
3.59E+14,26,989,227620
3.58E+14,29,10801,227191
R52H10L434B,33,2264,225498
3.59E+14,26,3720,225406
3.59E+14,22,1538,223174
3.54E+14,35,900,220931
3.54E+14,40,1296,215870
9.90E+14,35,1205,209320
9.90E+14,33,678,209292
3.58E+14,26,5669,202850
R52GC0Y0P9F,32,1546,202805
3.54E+14,37,475,200675
3.58E+14,21,829,198958
3.58E+14,24,1764,197997
3.55E+14,39,13060,196967
3.59E+14,33,6516,196336
3.56E+14,28,1054,195970
3.56E+14,29,5993,192502
RF2D910ZC8M,49,969,190563
3.58E+14,25,7435,189013
3.58E+14,25,4151,188497
R52H10L47MR,35,4040,187025
3.56E+14,32,6212,187019
3.60E+14,33,10137,184178
9.90E+14,57,1189,183578
3.58E+14,28,6051,181697
3.56E+14,29,352,180512
3.58E+14,26,3255,177316
9.90E+14,38,15198,177285
3.58E+14,26,9386,177027
9.90E+14,35,1020,172197
3.56E+14,18,528,169002
3.59E+14,30,3153,167690
3.58E+14,27,7204,166600
3.56E+14,26,573,165804
3.55E+14,34,860,165753
3.54E+14,58,15516,163251
3.58E+14,20,13615,162290
R52H10L42GM,35,1025,162242
9.90E+14,36,316,162043
3.59E+14,22,2036,160289
3.54E+14,33,706,159968
3.59E+14,22,6057,159034
RF2F21RY5TP,42,521,157618
3.57E+14,48,1035,153711
3.59E+14,29,1724,153151
409f4f2b,45,684,152884
R52GC0Y0PNW,34,881,151983
3.58E+14,26,2813,149082
3.56E+14,25,3578,148477
3.58E+14,20,4746,148443
3.59E+14,28,450,147748
9.90E+14,35,312,147210
9.90E+14,35,714,146155
3.58E+14,26,7473,145593
3.58E+14,23,11499,144757
3.58E+14,39,2226,144270
3.58E+14,27,11158,143543
3.59E+14,22,1665,143239
9.90E+14,35,1941,142067
R52GC0Y0R8B,33,1298,141382
R52GC0Y0F5D,34,375,141066
R52H10L484P,34,1355,139731
R52GC0Y0QNN,34,808,136989
3.56E+14,29,8681,136808
3.58E+14,23,808,136783
3.58E+14,26,376,134798
3.56E+14,27,6767,134625
3.59E+14,26,2102,133599
3.59E+14,24,1838,132630
3.58E+14,25,443,131321
3.55E+14,32,217,130388
3.56E+14,28,1723,127711
R52GC0Y0G0B,33,728,127225
9.90E+14,46,19939,126961
3.58E+14,26,19308,126833
3.54E+14,50,16550,125783
3.55E+14,34,300,124188
3.58E+14,26,11111,122055
3.58E+14,25,9943,121857
3.59E+14,57,2068,121593
3.58E+14,29,2929,121279
9.90E+14,43,64883,119621
3.58E+14,28,3483,118907
3.58E+14,41,14255,117765
3.58E+14,28,412,111565
3.54E+14,57,1796,111385
R52GC0Y0Q8X,34,661,108637
3.59E+14,31,4447,107856
9.90E+14,57,8722,107092
9.90E+14,34,4374,103092
9.90E+14,34,533,102558
3.53E+14,38,489,102537
3.59E+14,29,4820,101603
3.58E+14,27,5368,98429
3.58E+14,21,8233,97039
3.59E+14,30,6061,96521
3.55E+14,34,676,95956
9.90E+14,43,12235,95122
3.56E+14,23,2157,94330
3.53E+14,30,303,92211
9.90E+14,49,16800,91652
3.54E+14,37,14982,91443
3.55E+14,27,38911,89554
3.55E+14,33,161,89390
9.90E+14,35,1210,86613
3.56E+14,26,1832,85729
3.54E+14,31,287,85387
3.59E+14,26,3142,84129
9.90E+14,57,18348,83277
9.90E+14,35,3449,81804
R52GC08EGSV,34,1101,81169
3.58E+14,23,376,81128
3.57E+14,38,8935,81087
3.58E+14,22,8194,79727
3.58E+14,25,2310,77876
9.90E+14,47,8682,76173
3.58E+14,25,7213,74916
3.56E+14,29,894,74664
3.55E+14,34,770,74055
3.58E+14,27,1903,72812
3.55E+14,40,1886,71998
9.90E+14,35,505,70347
R38F30NB98Y,50,2739,69676
3.59E+14,23,1571,68142
9.90E+14,33,697,68130
9.90E+14,56,2424,68046
3.55E+14,34,300,67652
3.56E+14,26,1661,66357
3.54E+14,42,23274,65264
3.56E+14,25,8111,65051
R52H10L41MP,34,955,63602
3.55E+14,34,431,62713
9.90E+14,50,1288,61539
9.90E+14,33,311,60600
3.53E+14,45,29277,60562
9.90E+14,45,13442,59839
R52H1052VBH,34,2109,58305
3.59E+14,31,6375,56953
3.58E+14,28,591,56830
9.90E+14,35,402,56718
3.59E+14,23,956,55859
3.58E+14,25,10738,54790
R52H10L480B,34,562,54186
R52H1052SAA,34,1432,54044
3.54E+14,36,266,52357
3.58E+14,25,826,51523
3.58E+14,28,8533,51206
3.58E+14,25,214,50439
3.58E+14,27,968,49673
9.90E+14,44,2503,49030
9.90E+14,30,435,47034
3.59E+14,22,1537,46872
R52GC0Y0KET,33,4912,46630
3.59E+14,30,336,46366
9.90E+14,44,9680,46158
R52H1052V5M,33,788,46093
R52GC0Y0PQX,34,931,45354
R52GC0Y0CSB,34,271,44992
3.59E+14,23,8070,43642
3.59E+14,20,5901,43279
3.55E+14,27,210,42137
3.59E+14,29,6420,41469
3.58E+14,24,500,40819
3.56E+14,28,4597,40669
R52H10L431K,34,182,40120
3.55E+14,32,331,39817
3.55E+14,33,570,38670
daf4f21,56,384,38318
9.90E+14,35,1319,38205
R52H10L48SA,34,463,37884
3.58E+14,21,11812,37806
3.54E+14,37,439,37552
3.59E+14,46,22157,36583
3.58E+14,32,136,35298
3.55E+14,32,413,35090
3.58E+14,26,178,34804
9.90E+14,35,796,34053
3.59E+14,24,1998,33732
3.58E+14,27,133,33344
3.58E+14,29,1920,32268
R52H1052SWA,34,1109,32228
9.90E+14,50,962,31348
3.54E+14,32,921,31298
3.58E+14,27,17073,30777
3.56E+14,28,4769,30627
9.90E+14,35,246,29433
9.90E+14,35,240,29371
3.56E+14,23,516,29329
3.58E+14,21,191,27704
9.90E+14,49,27264,27475
R52H1052TMM,34,691,27170
3.56E+14,27,2581,25804
3.54E+14,37,1527,24159
9.90E+14,45,1424,23252
3.58E+14,27,437,22599
9.90E+14,18,153,22321
3.58E+14,22,10209,22219
R52GC0Y0JBT,35,507,21972
3.54E+14,41,417,21737
3.58E+14,26,14743,21269
3.56E+14,21,2085,20698
R52GC0Y0EFR,33,899,20278
3.56E+14,27,3216,20124
R52GA20663V,34,1396,19830
9.90E+14,34,1461,19775
3.59E+14,23,5986,18803
9.90E+14,65,11486,18696
R52G30T9Z1L,40,1696,18390
3.59E+14,22,430,18330
3.53E+14,29,12245,18263
3.58E+14,26,5909,18226
3.59E+14,30,3821,17695
9.90E+14,33,1129,17229
3.58E+14,26,419,17113
9.90E+14,35,367,17020
9.90E+14,44,46396,16829
9.90E+14,23,1978,16266
3.58E+14,25,7462,15668
3.58E+14,24,576,15583
3.58E+14,28,13698,13844
3.55E+14,26,434,13780
9.90E+14,35,332,13329
3.55E+14,35,179,12842
3.58E+14,30,14562,12568
R52H1052TWP,34,361,12511
3.54E+14,40,580,12476
3.58E+14,30,226,12445
3.58E+14,24,1425,12296
3.55E+14,33,240,12275
3.58E+14,29,7191,11861
3.58E+14,26,472,11503
3.58E+14,29,879,11290
3.58E+14,24,387,11243
3.58E+14,24,1232,11185
9.90E+14,56,1620,11077
9.90E+14,35,1738,11065
9.90E+14,37,479,11046
3.55E+14,36,172,9572
3.55E+14,40,7443,9186
3.58E+14,26,402,8951
3.58E+14,24,1046,8876
3.54E+14,40,377,8873
3.59E+14,27,344,8638
R52GC0Y0FKX,34,264,8253
9.90E+14,57,31120,8029
3.56E+14,29,640,7441
R52H10L452E,34,296,7423
3.54E+14,29,17215,7225
3.56E+14,23,438,7013
3.59E+14,22,133,6925
9.90E+14,35,93,6873
3.56E+14,23,2981,6747
3.58E+14,27,1030,6697
3.54E+14,33,82,6637
3.58E+14,29,2699,6284
3.58E+14,30,325,5686
3.55E+14,33,989,5337
9.90E+14,51,1052,5330
3.55E+14,31,161,4997
3.58E+14,25,2886,4219
3.58E+14,24,49,4189
9.90E+14,35,576,4091
3.58E+14,26,858,4084
3.54E+14,38,188,4037
3.56E+14,21,14,4025
9.90E+14,28,244,3718
3.58E+14,22,6256,3177
3.54E+14,13,115,3108
3.58E+14,25,6098,2867
9.90E+14,35,299,2801
3.54E+14,37,87,2766
3.59E+14,22,511,2460
3.56E+14,29,324,2404
3.58E+14,27,2863,2400
3.59E+14,23,533,2282
3.59E+14,59,5505,2074
3.58E+14,23,76,1999
3.59E+14,28,1070,1919
R38H10EWKQN,52,35,1917
3.59E+14,26,59,1682
3.58E+14,25,2796,1666
9.90E+14,33,220,1658
9.90E+14,35,791,1513
3.59E+14,26,76,1489
3.59E+14,20,4806,1469
3.56E+14,23,226,1377
3.58E+14,27,388,1246
3.58E+14,27,179,1139
3.59E+14,67,470,1121
3.56E+14,27,3352,1104
3.58E+14,22,4015,898
3.59E+14,28,69,545
R52H10L453W,32,136,523
3.56E+14,26,34,340
3.58E+14,20,466,314
3.53E+14,26,22,167
9.90E+14,47,47,148
3.58E+14,39,15,115
3.59E+14,22,39,95
9.90E+14,30,20,94
3.52E+14,48,17,22
3.54E+14,48,183,18
3.58E+14,25,5,1
3.58E+14,24,403,-2149
3.59E+14,21,35,-2643
3.59E+14,21,147,-3795
3.59E+14,21,70,-7108
3.59E+14,21,300,-7192
3.59E+14,25,689,-10887
3.58E+14,24,10455,-21476
3.59E+14,23,4965,-35450
3.59E+14,24,2204,-37917
3.59E+14,30,2398,-41829
3.59E+14,24,5474,-42534
3.59E+14,22,3366,-44343
3.59E+14,27,2253,-49564
3.59E+14,25,464,-55039
3.58E+14,27,4784,-56892
3.58E+14,29,7032,-68775
3.59E+14,24,636,-69103
3.59E+14,22,3818,-69560
3.59E+14,27,6293,-72606
3.58E+14,24,555,-74874
3.58E+14,26,14936,-81141
3.59E+14,30,4983,-85042
3.59E+14,28,387,-95673
3.59E+14,27,5077,-105424
3.58E+14,23,1398,-115784
3.58E+14,25,1371,-138894
3.59E+14,29,5044,-143746
3.59E+14,21,1568,-145844
3.58E+14,26,3615,-153663
3.59E+14,21,1008,-166803
3.59E+14,29,2693,-176377
3.58E+14,27,6065,-179328
3.59E+14,29,3100,-181468
3.59E+14,21,1933,-237426
3.58E+14,27,13888,-261568
3.59E+14,28,3570,-264190
3.59E+14,28,4534,-264489
3.59E+14,28,1523,-266492
3.58E+14,27,4508,-271235
3.58E+14,26,2483,-278090
3.59E+14,26,4379,-280024
3.59E+14,26,4773,-288524
3.59E+14,23,1517,-296714
3.59E+14,27,3746,-306505
3.59E+14,22,3328,-310573
3.58E+14,27,4010,-317597
3.59E+14,22,5570,-340635
3.58E+14,26,6821,-348683
3.59E+14,22,4496,-373379
3.58E+14,26,10120,-383348
3.59E+14,24,6163,-383380
3.58E+14,26,4314,-393600
3.59E+14,30,3181,-397899
3.58E+14,27,15050,-410785
3.59E+14,28,4054,-413788
3.59E+14,28,1508,-433324
3.59E+14,29,4863,-443895
3.59E+14,27,2592,-446086
3.58E+14,22,10814,-447183
3.58E+14,26,4341,-524153
3.58E+14,26,6001,-532058
3.59E+14,23,3347,-541976
3.59E+14,29,5280,-549327
3.58E+14,27,7546,-559927
9.90E+14,43,4010,-578219
3.58E+14,27,7353,-591811
3.58E+14,27,4975,-593397
3.59E+14,28,6883,-593944
3.58E+14,25,3058,-615994
3.58E+14,25,1232,-642272
3.58E+14,27,4901,-650801
3.59E+14,23,5440,-688893
3.59E+14,23,4557,-699919
3.59E+14,30,6953,-708780
3.59E+14,27,5270,-711794
3.59E+14,23,3351,-727327
3.59E+14,28,1012,-744225
3.58E+14,25,1441,-795054
3.59E+14,27,3267,-875685
3.58E+14,26,5542,-879698
3.59E+14,24,2592,-900766
3.59E+14,23,3218,-940554
3.58E+14,22,11622,-945203
3.59E+14,23,1657,-951981
3.58E+14,26,11815,-1027370
3.59E+14,24,6634,-1092613
3.59E+14,30,6350,-1112089
3.59E+14,22,4385,-1148825
3.59E+14,29,3512,-1180901
3.59E+14,23,1239,-1198437
3.59E+14,27,3684,-1199544
3.58E+14,27,4425,-1225381
3.59E+14,24,2861,-1280467
3.59E+14,26,7726,-1281421
3.59E+14,31,5937,-1361215
3.58E+14,27,5225,-1375509
3.59E+14,22,5239,-1377689
3.59E+14,23,3588,-1429270
3.58E+14,29,6132,-1433857
3.59E+14,21,3977,-1445078
3.59E+14,23,1751,-1521531
3.58E+14,27,2463,-1535410
3.59E+14,29,1181,-1538856
3.59E+14,29,3867,-1539493
3.59E+14,22,3193,-1572236
3.59E+14,28,1261,-1580587
3.58E+14,25,3403,-1583058
3.58E+14,24,6737,-1610249
3.59E+14,23,7203,-1612138
3.58E+14,29,6469,-1652902
3.59E+14,23,5220,-1749630
3.58E+14,24,7047,-1916448
3.59E+14,22,6370,-1988981
3.58E+14,25,8372,-2015743
3.59E+14,22,3012,-2020856
3.59E+14,26,6288,-2036342
3.59E+14,24,7910,-2052663
3.58E+14,28,13237,-2109350
3.58E+14,25,5784,-2111502
3.59E+14,23,1778,-2123360
3.59E+14,27,6398,-2357220
3.59E+14,24,5646,-2377076
3.58E+14,25,8616,-2455449
3.58E+14,26,7711,-2459821
3.58E+14,25,9141,-2464653
3.59E+14,21,4453,-2488608
3.58E+14,25,2827,-2516295
3.59E+14,31,6327,-2554893
3.59E+14,23,5387,-2560148
3.59E+14,27,2045,-2617119
3.58E+14,26,9745,-2629982
3.59E+14,23,6947,-2631327
3.58E+14,22,4600,-2661995
3.59E+14,29,3737,-2728284
3.59E+14,31,6157,-2733977
3.58E+14,25,7263,-2754946
3.59E+14,31,4846,-2804482
3.58E+14,26,8276,-2868654
3.59E+14,26,2818,-2901583
3.59E+14,24,2032,-2915151
3.59E+14,28,4370,-2967787
3.59E+14,28,5496,-2969342
3.59E+14,29,5476,-2993224
3.59E+14,22,2159,-3019560
3.58E+14,20,11518,-3158068
3.59E+14,32,5506,-3163015
3.59E+14,22,3454,-3214430
3.58E+14,25,1796,-3282498
3.59E+14,24,5797,-3326175
3.59E+14,30,4742,-3436986
3.59E+14,29,6071,-3474778
3.59E+14,29,2233,-3510659
3.58E+14,26,2395,-3515963
3.59E+14,28,6469,-3527980
3.59E+14,30,8005,-3547625
3.58E+14,25,2199,-3585582
3.58E+14,25,8117,-3595824
3.59E+14,28,1244,-3656196
3.59E+14,25,2246,-3683014
3.58E+14,21,5071,-3993632
3.58E+14,26,3797,-4053018
3.59E+14,25,3754,-4065703
3.59E+14,29,6032,-4076430
3.58E+14,27,19339,-4125412
3.59E+14,23,5075,-4233914
3.58E+14,26,5190,-4274214
3.58E+14,25,4291,-4507679
3.58E+14,23,6701,-4534109
3.59E+14,29,7069,-4575728
3.58E+14,23,3580,-4701049
3.59E+14,26,4587,-4764361
3.59E+14,29,2653,-4994626
3.59E+14,29,5811,-5067679
3.59E+14,24,2544,-5139830
3.59E+14,28,7011,-5277908
3.59E+14,31,7341,-5301452
3.59E+14,30,6772,-5390554
3.59E+14,29,8418,-5412987
3.58E+14,25,9973,-5448399
3.59E+14,22,2330,-5461988
3.59E+14,23,4009,-5661852
3.59E+14,21,5341,-5851508
3.59E+14,22,6198,-5889138
3.59E+14,23,4427,-5983346
3.58E+14,25,8314,-6150477
3.58E+14,26,4210,-6898797
3.59E+14,21,7907,-6931658
3.59E+14,29,6104,-6967116
3.58E+14,26,7723,-7393580
3.58E+14,26,15667,-7509585
3.58E+14,27,9693,-7661186
3.59E+14,29,6852,-7765070
3.58E+14,27,8893,-7836169
3.59E+14,21,4157,-8401482
3.58E+14,26,5315,-8663800
3.59E+14,28,5043,-8743303
3.59E+14,30,8478,-9127496
3.58E+14,25,14326,-9369217
3.58E+14,26,7618,-9709843
3.59E+14,29,7875,-9898366
3.58E+14,29,12387,-10291962
3.59E+14,28,4724,-10454477
3.58E+14,26,6918,-10455873
3.59E+14,28,6038,-12993457
3.59E+14,26,6112,-13144202
3.58E+14,24,5796,-14026631
3.58E+14,26,5918,-14348602
3.58E+14,26,8902,-14682439
3.58E+14,25,11565,-16137394
3.58E+14,27,6827,-16413568
3.58E+14,26,6881,-18115216
3.58E+14,45,26462,-28834408
